adjective,comment_id,comment_score,item,parent_item,post_id
,chg7ic6,2.0,oxfords,shoes,25bvaj
,dz6nj7l,12.0,oxfords,shoes,8k7vi8
,dz62fak,8.0,oxfords,shoes,8k7vi8
,c8xcbq1,3.0,oxfords,shoes,1ags53
many,c8xcbq1,3.0,oxfords,shoes,1ags53
,cn34lo5,2.0,oxfords,shoes,2pzmz1
,c9dqset,1.0,oxfords,shoes,1c6h0x
,dveyl9a,21.0,oxfords,shoes,833q4k
,dbhevpj,1.0,booties,shoes,5jd2ee
heeled,dbfgeqw,1.0,booties,shoes,5jd2ee
ankle,cenqydk,3.0,booties,shoes,1v15kq
,e6az928,3.0,booties,shoes,9gx7u9
following,dlz8it8,8.0,booties,shoes,6vb2gv
ankle,dlywv9u,7.0,booties,shoes,6vb2gv
,ei7u2q7,412.0,booties,shoes,azhg0n
wear,ei7v8gw,95.0,booties,shoes,azhg0n
,ei7v8gw,95.0,booties,shoes,azhg0n
,ei7x53x,10.0,booties,shoes,azhg0n
short,ei822ga,5.0,booties,shoes,azhg0n
ankle,ei89mye,4.0,booties,shoes,azhg0n
,ei88d61,1.0,booties,shoes,azhg0n
,ei8vcmd,1.0,booties,shoes,azhg0n
ankle,d4gv7rh,2.0,booties,shoes,4ow7ne
red,e24l1vt,385.0,booties,shoes,8xowpq
,e24l1vt,385.0,booties,shoes,8xowpq
,e24u27m,13.0,booties,shoes,8xowpq
,e24q8b6,8.0,booties,shoes,8xowpq
ankle,d8y5zus,8.0,booties,shoes,587gga
heeled,ddtjfaw,5.0,booties,shoes,5udc9f
brown,drw943o,2.0,booties,shoes,7mihi2
,drv6vrw,1.0,booties,shoes,7mihi2
,dv9nyn2,3.0,booties,shoes,82fdga
,dv9nyn2,3.0,booties,shoes,82fdga
,dvb4xcz,1.0,booties,shoes,82fdga
,dvc4i8w,1.0,booties,shoes,82fdga
,dz5kbdn,40.0,booties,shoes,8k7vi8
,c8xcbq1,3.0,booties,shoes,1ags53
,ccefuql,2.0,booties,shoes,1n10he
,df8w2cl,23.0,blouses,tops,60rrx5
,df8w2cl,23.0,blouses,tops,60rrx5
,df8w2cl,23.0,blouses,tops,60rrx5
,df9bfyr,16.0,blouses,tops,60rrx5
,dfg22vd,1.0,blouses,tops,60rrx5
,dfg22vd,1.0,blouses,tops,60rrx5
drapey,df95r80,1.0,blouses,tops,60rrx5
,cl9f62z,41.0,blouses,tops,2j8qjg
,cmdq9sw,54.0,blouses,tops,2nhsr3
classic,cmdq9sw,54.0,blouses,tops,2nhsr3
,cmdq9sw,54.0,blouses,tops,2nhsr3
,cmds99d,10.0,blouses,tops,2nhsr3
,cmdy4gg,3.0,blouses,tops,2nhsr3
,cenrdrf,3.0,blouses,tops,1v15kq
,chl0vf6,30.0,blouses,tops,25v1q4
,chl0nwy,1.0,blouses,tops,25v1q4
sleeveless,chl0xly,1.0,blouses,tops,25v1q4
appropriate,c7htb59,3.0,blouses,tops,14z8a3
,c7htj3b,2.0,blouses,tops,14z8a3
,c7htj3b,2.0,blouses,tops,14z8a3
,c7ifm6q,2.0,blouses,tops,14z8a3
,e67yatu,6.0,blouses,tops,9gx7u9
,dlzd58t,27.0,blouses,tops,6vb2gv
professional,dlzt7x5,2.0,blouses,tops,6vb2gv
,dlzkgh2,1.0,blouses,tops,6vb2gv
,dlzyej9,1.0,blouses,tops,6vb2gv
ups,ei7tmuv,352.0,blouses,tops,azhg0n
,ei7u3my,43.0,blouses,tops,azhg0n
polyester,ei7w60j,34.0,blouses,tops,azhg0n
,ei7w20d,6.0,blouses,tops,azhg0n
,ei8eatt,4.0,blouses,tops,azhg0n
,ei8eatt,4.0,blouses,tops,azhg0n
few,ei81mrp,3.0,blouses,tops,azhg0n
,ei7zth0,2.0,blouses,tops,azhg0n
flowy,ei88iri,2.0,blouses,tops,azhg0n
,ei86fea,1.0,blouses,tops,azhg0n
,ei8c1sp,1.0,blouses,tops,azhg0n
few,ei8c2bk,1.0,blouses,tops,azhg0n
,ei8egux,0.0,blouses,tops,azhg0n
,cgd9c41,3.0,blouses,tops,21h9wt
,cgdagj6,3.0,blouses,tops,21h9wt
,cgddbsz,2.0,blouses,tops,21h9wt
,cgddbsz,2.0,blouses,tops,21h9wt
,cgddbsz,2.0,blouses,tops,21h9wt
,cgddbsz,2.0,blouses,tops,21h9wt
,duzgxby,6.0,blouses,tops,80w5kv
,duyv04o,7.0,blouses,tops,80w5kv
different,duzbslc,2.0,blouses,tops,80w5kv
many,duzbslc,2.0,blouses,tops,80w5kv
,dv0wpqb,2.0,blouses,tops,80w5kv
,ceq8o3w,6.0,blouses,tops,1v9ync
basic,ceqb72r,6.0,blouses,tops,1v9ync
,e0lh9dl,367.0,blouses,tops,8qrt07
,e0mx67a,2.0,blouses,tops,8qrt07
,cd9671s,9.0,blouses,tops,1q4ksz
sleeveless,c9fn7b1,9.0,blouses,tops,1ce7h4
nice,d4gv7rh,2.0,blouses,tops,4ow7ne
few,d4j2ber,2.0,blouses,tops,4ow7ne
,e24l1vt,385.0,blouses,tops,8xowpq
chiffon,e24l1vt,385.0,blouses,tops,8xowpq
,e24l1vt,385.0,blouses,tops,8xowpq
,e24ol9g,34.0,blouses,tops,8xowpq
,e24xiaz,14.0,blouses,tops,8xowpq
,e25a31y,-12.0,blouses,tops,8xowpq
,d8y806j,1.0,blouses,tops,587gga
,csqznob,2.0,blouses,tops,3byrnj
nice,di6lcxd,4.0,blouses,tops,6dwzme
,di6sszd,5.0,blouses,tops,6dwzme
colorful,di6sszd,5.0,blouses,tops,6dwzme
,di6sszd,5.0,blouses,tops,6dwzme
,di7k44b,2.0,blouses,tops,6dwzme
,di6w5cx,2.0,blouses,tops,6dwzme
,di878v6,1.0,blouses,tops,6dwzme
,ddtchcl,8.0,blouses,tops,5udc9f
,ddtob6u,3.0,blouses,tops,5udc9f
,drv77va,26.0,blouses,tops,7mihi2
colored,drupfsk,14.0,blouses,tops,7mihi2
,drv4xla,6.0,blouses,tops,7mihi2
,drv4xla,6.0,blouses,tops,7mihi2
tailred,chyumkh,2.0,blouses,tops,278o2j
,cf2jivu,4.0,blouses,tops,1wiuhn
,cogd6ck,11.0,blouses,tops,2vcaul
,ckjfdno,1.0,blouses,tops,2gi1ki
traditional,ckjti3v,1.0,blouses,tops,2gi1ki
,cc8prw1,5.0,blouses,tops,1mfeev
basic,cd1v5ge,5.0,blouses,tops,1pfslx
drapey,c95sncb,4.0,blouses,tops,1bd1np
fitted,c96qlvm,1.0,blouses,tops,1bd1np
,d3yr2xf,10.0,blouses,tops,4mvlmu
,c5oh6cp,4.0,blouses,tops,xpkxs
,chfy03n,3.0,blouses,tops,25bvaj
looseflowingsheer,chfy03n,3.0,blouses,tops,25bvaj
fitted,chfol3i,3.0,blouses,tops,25bvaj
formal,e1ld0u9,23.0,blouses,tops,8v5pvy
,c9diayg,4.0,blouses,tops,1c6h0x
tahari,c9diayg,4.0,blouses,tops,1c6h0x
dressy,e6qq36o,8.0,blouses,tops,9jchsi
,e6vrr74,3.0,blouses,tops,9jchsi
,dezbau7,45.0,blouses,tops,5zmquu
simple,dvfa776,1.0,blouses,tops,833q4k
,c5rkr5e,-4.0,blouses,tops,y0s9f
,c7fu6tz,10.0,blouses,tops,14re4f
nice,c7fr3ec,5.0,blouses,tops,14re4f
,d08qsw3,14.0,blouses,tops,46x2vn
nice,d08ggiu,2.0,blouses,tops,46x2vn
,df9uj1y,52.0,tops,tops,60rrx5
,df9gdb0,5.0,tops,tops,60rrx5
,crieetj,3.0,tops,tops,36x35j
basic,cmdq9sw,54.0,tops,tops,2nhsr3
,cmdq9sw,54.0,tops,tops,2nhsr3
,cmdq9sw,54.0,tops,tops,2nhsr3
,cmdq9sw,54.0,tops,tops,2nhsr3
,cmdslvf,12.0,tops,tops,2nhsr3
crepe,cmds99d,10.0,tops,tops,2nhsr3
,cmdr7qf,9.0,tops,tops,2nhsr3
,cmdr7qf,9.0,tops,tops,2nhsr3
,cmdr7qf,9.0,tops,tops,2nhsr3
,cmdr7qf,9.0,tops,tops,2nhsr3
,cmdr7qf,9.0,tops,tops,2nhsr3
synthetic,cmdrjhg,3.0,tops,tops,2nhsr3
few,cmdrjhg,3.0,tops,tops,2nhsr3
,cmdrjhg,3.0,tops,tops,2nhsr3
,cmduosu,2.0,tops,tops,2nhsr3
,cent1qg,1.0,tops,tops,1v15kq
,c2jbz9z,1.0,tops,tops,k9mbx
,chllr30,1.0,tops,tops,25v1q4
,chllr30,1.0,tops,tops,25v1q4
,c7htb59,3.0,tops,tops,14z8a3
new,c7htb59,3.0,tops,tops,14z8a3
blousetype,c7htb59,3.0,tops,tops,14z8a3
,c7ifm6q,2.0,tops,tops,14z8a3
,caf5ftl,1.0,tops,tops,1fy8n9
,caf5ftl,1.0,tops,tops,1fy8n9
,e67jcyl,13.0,tops,tops,9gx7u9
,e67ynjf,13.0,tops,tops,9gx7u9
casual,e67ynjf,13.0,tops,tops,9gx7u9
cute,e689tdj,2.0,tops,tops,9gx7u9
,e689tdj,2.0,tops,tops,9gx7u9
neutral,e689tdj,2.0,tops,tops,9gx7u9
floral,dlyv3bt,93.0,tops,tops,6vb2gv
,dlyw10v,65.0,tops,tops,6vb2gv
,dlywv9u,7.0,tops,tops,6vb2gv
,dlzb1u7,6.0,tops,tops,6vb2gv
tight,dlzcwmj,2.0,tops,tops,6vb2gv
,dlzcwmj,2.0,tops,tops,6vb2gv
,ei7tmuv,352.0,tops,tops,azhg0n
,ei7tmuv,352.0,tops,tops,azhg0n
,ei7w60j,34.0,tops,tops,azhg0n
,ei7w60j,34.0,tops,tops,azhg0n
,ei7vlgq,52.0,tops,tops,azhg0n
,ei83co1,23.0,tops,tops,azhg0n
,ei7wxt9,22.0,tops,tops,azhg0n
,ei7wxt9,22.0,tops,tops,azhg0n
vs,ei7wklb,9.0,tops,tops,azhg0n
,ei82kuw,6.0,tops,tops,azhg0n
,ei8dm5b,4.0,tops,tops,azhg0n
,ei8dybe,3.0,tops,tops,azhg0n
few,ei83ad0,3.0,tops,tops,azhg0n
,ei83ad0,3.0,tops,tops,azhg0n
,ei8868s,2.0,tops,tops,azhg0n
,ei88iri,2.0,tops,tops,azhg0n
,ei80v48,2.0,tops,tops,azhg0n
,ei7z6lv,1.0,tops,tops,azhg0n
,ei83x4c,1.0,tops,tops,azhg0n
businessy,ei83x4c,1.0,tops,tops,azhg0n
basic,ei84g3p,1.0,tops,tops,azhg0n
basic,ei84g3p,1.0,tops,tops,azhg0n
,ei84g3p,1.0,tops,tops,azhg0n
,ei86fea,1.0,tops,tops,azhg0n
,ei8c1sp,1.0,tops,tops,azhg0n
,ei8lhtx,1.0,tops,tops,azhg0n
,ei8lhtx,1.0,tops,tops,azhg0n
sleeve,ei8lhtx,1.0,tops,tops,azhg0n
,ei7sx15,-1.0,tops,tops,azhg0n
,ei85433,1.0,tops,tops,azhg0n
,ei87afi,1.0,tops,tops,azhg0n
certain,ei8egux,0.0,tops,tops,azhg0n
,ei8egux,0.0,tops,tops,azhg0n
,cgd0yp7,16.0,tops,tops,21h9wt
,cgd8w97,6.0,tops,tops,21h9wt
,cgdagj6,3.0,tops,tops,21h9wt
,cgddbsz,2.0,tops,tops,21h9wt
,cgdbdym,1.0,tops,tops,21h9wt
,duzgxby,6.0,tops,tops,80w5kv
,duzgxby,6.0,tops,tops,80w5kv
,ceq7imt,11.0,tops,tops,1v9ync
,ceqfrma,1.0,tops,tops,1v9ync
,e0ljm3n,23.0,tops,tops,8qrt07
high,e0nzn83,2.0,tops,tops,8qrt07
striped,e9qvt3v,2.0,tops,tops,9x2nur
,caz9wys,4.0,tops,tops,1hyru5
,cazahw7,2.0,tops,tops,1hyru5
,cd9671s,9.0,tops,tops,1q4ksz
,c9fp221,2.0,tops,tops,1ce7h4
dressy,c9fp221,2.0,tops,tops,1ce7h4
,c9fp221,2.0,tops,tops,1ce7h4
,c9fr9xx,2.0,tops,tops,1ce7h4
inexpensive,c9fwpj3,1.0,tops,tops,1ce7h4
few,d4gn2ax,5.0,tops,tops,4ow7ne
,d4g8fxm,6.0,tops,tops,4ow7ne
,d4hhe6l,2.0,tops,tops,4ow7ne
,e24l1vt,385.0,tops,tops,8xowpq
,csr0ryk,7.0,tops,tops,3byrnj
,csr0nca,2.0,tops,tops,3byrnj
,csr0nca,2.0,tops,tops,3byrnj
nice,csqznob,2.0,tops,tops,3byrnj
,csrd4bv,1.0,tops,tops,3byrnj
different,di8hmdv,1.0,tops,tops,6dwzme
,e6o8xs1,45.0,tops,tops,9j2kty
,ddtt0o2,5.0,tops,tops,5udc9f
sleeveless,ddtob6u,3.0,tops,tops,5udc9f
,drupfsk,14.0,tops,tops,7mihi2
,drupfsk,14.0,tops,tops,7mihi2
,drupfsk,14.0,tops,tops,7mihi2
,drupfsk,14.0,tops,tops,7mihi2
,drupfsk,14.0,tops,tops,7mihi2
,drualy6,5.0,tops,tops,7mihi2
other,drvaqzg,3.0,tops,tops,7mihi2
,chyjkus,2.0,tops,tops,278o2j
,ccn5jix,2.0,tops,tops,1ny79x
,cf2fjtz,8.0,tops,tops,1wiuhn
,c95s75d,6.0,tops,tops,1bd1np
,c95s75d,6.0,tops,tops,1bd1np
casual,c95sncb,4.0,tops,tops,1bd1np
dressy,c95tukn,3.0,tops,tops,1bd1np
,cagwjh2,2.0,tops,tops,1g5g2h
,d3z1ade,2.0,tops,tops,4mvlmu
,chfxmb8,3.0,tops,tops,25bvaj
,chfxmb8,3.0,tops,tops,25bvaj
fitting,chfvmba,1.0,tops,tops,25bvaj
,chfvmba,1.0,tops,tops,25bvaj
businesscasual,chfvmba,1.0,tops,tops,25bvaj
uniform,e1kzsmo,10.0,tops,tops,8v5pvy
,ccaiggv,3.0,tops,tops,1mlgsp
,d3abdkt,5.0,tops,tops,4jtfas
,cn7foea,1.0,tops,tops,2pzmz1
,e6ql8xf,8.0,tops,tops,9jchsi
,e6qq36o,8.0,tops,tops,9jchsi
casual,deznq1f,1.0,tops,tops,5zmquu
,dvfhvcj,14.0,tops,tops,833q4k
oversized,df9uj1y,52.0,cardigans,sweaters,60rrx5
,cmds99d,10.0,cardigans,sweaters,2nhsr3
,cmds99d,10.0,cardigans,sweaters,2nhsr3
,cmdrjhg,3.0,cardigans,sweaters,2nhsr3
,cenvaw5,5.0,cardigans,sweaters,1v15kq
,cenoxpm,10.0,cardigans,sweaters,1v15kq
,cenoxpm,10.0,cardigans,sweaters,1v15kq
,chl3bdo,4.0,cardigans,sweaters,25v1q4
light,chl5p2z,1.0,cardigans,sweaters,25v1q4
,c6mzjgo,3.0,cardigans,sweaters,11in0z
,c6mu279,1.0,cardigans,sweaters,11in0z
other,c6msq5m,0.0,cardigans,sweaters,11in0z
,c5uo9r9,2.0,cardigans,sweaters,yc2dg
,e686f46,3.0,cardigans,sweaters,9gx7u9
loose,dm0ft44,1.0,cardigans,sweaters,6vb2gv
,ei7u2q7,412.0,cardigans,sweaters,azhg0n
,ei7u2q7,412.0,cardigans,sweaters,azhg0n
,ei7u2q7,412.0,cardigans,sweaters,azhg0n
,ei7u2q7,412.0,cardigans,sweaters,azhg0n
,ei7w60j,34.0,cardigans,sweaters,azhg0n
,ei7w60j,34.0,cardigans,sweaters,azhg0n
black,ei7w60j,34.0,cardigans,sweaters,azhg0n
few,ei7vlgq,52.0,cardigans,sweaters,azhg0n
,ei83ad0,3.0,cardigans,sweaters,azhg0n
,ei7zth0,2.0,cardigans,sweaters,azhg0n
,ei88eq6,2.0,cardigans,sweaters,azhg0n
long,ei80v48,2.0,cardigans,sweaters,azhg0n
,ei82ciw,1.0,cardigans,sweaters,azhg0n
,ei83x4c,1.0,cardigans,sweaters,azhg0n
basic,ei84g3p,1.0,cardigans,sweaters,azhg0n
,ei882rl,1.0,cardigans,sweaters,azhg0n
,ei8lhtx,1.0,cardigans,sweaters,azhg0n
,ei8lhtx,1.0,cardigans,sweaters,azhg0n
,ei8lhtx,1.0,cardigans,sweaters,azhg0n
,cgdbdym,1.0,cardigans,sweaters,21h9wt
,cgdbdym,1.0,cardigans,sweaters,21h9wt
,ceqb72r,6.0,cardigans,sweaters,1v9ync
open,e0likep,238.0,cardigans,sweaters,8qrt07
open,e0lk4zv,67.0,cardigans,sweaters,8qrt07
,e0lv97z,15.0,cardigans,sweaters,8qrt07
,e0lt6ws,8.0,cardigans,sweaters,8qrt07
,e0lt6ws,8.0,cardigans,sweaters,8qrt07
traditional,e0lt6ws,8.0,cardigans,sweaters,8qrt07
,e0mtm2m,6.0,cardigans,sweaters,8qrt07
,e0mby8r,5.0,cardigans,sweaters,8qrt07
,e0lvv6e,2.0,cardigans,sweaters,8qrt07
,e0mvyki,2.0,cardigans,sweaters,8qrt07
like,e0mx67a,2.0,cardigans,sweaters,8qrt07
,e0myd50,2.0,cardigans,sweaters,8qrt07
,e0lrlsj,1.0,cardigans,sweaters,8qrt07
,e0lyq0s,1.0,cardigans,sweaters,8qrt07
,e0lz0wq,1.0,cardigans,sweaters,8qrt07
,e0mb4p6,1.0,cardigans,sweaters,8qrt07
,e0m81h6,1.0,cardigans,sweaters,8qrt07
,e0m81h6,1.0,cardigans,sweaters,8qrt07
,d4g449k,33.0,cardigans,sweaters,4ow7ne
,d4g51ak,12.0,cardigans,sweaters,4ow7ne
etc,di74ze0,8.0,cardigans,sweaters,6dwzme
,di6lcxd,4.0,cardigans,sweaters,6dwzme
,di786kk,2.0,cardigans,sweaters,6dwzme
,di7cgyg,2.0,cardigans,sweaters,6dwzme
,di6w5cx,2.0,cardigans,sweaters,6dwzme
,di6w5cx,2.0,cardigans,sweaters,6dwzme
,ddtdrgl,4.0,cardigans,sweaters,5udc9f
,ddtob6u,3.0,cardigans,sweaters,5udc9f
,dru81qw,417.0,cardigans,sweaters,7mihi2
,dru81qw,417.0,cardigans,sweaters,7mihi2
,dru8yox,17.0,cardigans,sweaters,7mihi2
,druao81,9.0,cardigans,sweaters,7mihi2
,drupfsk,14.0,cardigans,sweaters,7mihi2
,drupfsk,14.0,cardigans,sweaters,7mihi2
,drue518,5.0,cardigans,sweaters,7mihi2
,drucxej,5.0,cardigans,sweaters,7mihi2
,druyn08,2.0,cardigans,sweaters,7mihi2
,druznnr,2.0,cardigans,sweaters,7mihi2
,druznnr,2.0,cardigans,sweaters,7mihi2
,drva0wj,1.0,cardigans,sweaters,7mihi2
,drva0wj,1.0,cardigans,sweaters,7mihi2
various,drvaaql,1.0,cardigans,sweaters,7mihi2
,drvkmu3,1.0,cardigans,sweaters,7mihi2
,ca83rx8,6.0,cardigans,sweaters,1f9jrq
,dv9smtg,10.0,cardigans,sweaters,82fdga
different,dvaifv7,1.0,cardigans,sweaters,82fdga
,chymb9m,2.0,cardigans,sweaters,278o2j
,chyumkh,2.0,cardigans,sweaters,278o2j
,ckjti3v,1.0,cardigans,sweaters,2gi1ki
,cd1v5ge,5.0,cardigans,sweaters,1pfslx
,c95s75d,6.0,cardigans,sweaters,1bd1np
standby,c95s75d,6.0,cardigans,sweaters,1bd1np
,c95sncb,4.0,cardigans,sweaters,1bd1np
,c95tukn,3.0,cardigans,sweaters,1bd1np
,c95tukn,3.0,cardigans,sweaters,1bd1np
numerous,cagwjh2,2.0,cardigans,sweaters,1g5g2h
,d3tt49s,13.0,cardigans,sweaters,4m9ice
,c5oh6cp,4.0,cardigans,sweaters,xpkxs
,chg4lkz,2.0,cardigans,sweaters,25bvaj
,d1aeetm,9.0,cardigans,sweaters,4blos5
,cn34lo5,2.0,cardigans,sweaters,2pzmz1
,c9diayg,4.0,cardigans,sweaters,1c6h0x
,e6qdvja,74.0,cardigans,sweaters,9jchsi
,e6qhr1j,16.0,cardigans,sweaters,9jchsi
,e6qhr1j,16.0,cardigans,sweaters,9jchsi
,e6ql8xf,8.0,cardigans,sweaters,9jchsi
,dveyl9a,21.0,cardigans,sweaters,833q4k
loose,df9uj1y,52.0,blazers,jackets,60rrx5
,dfc2had,1.0,blazers,jackets,60rrx5
following,dfc2had,1.0,blazers,jackets,60rrx5
casual,dfg22vd,1.0,blazers,jackets,60rrx5
,cl9f62z,41.0,blazers,jackets,2j8qjg
,cl9f62z,41.0,blazers,jackets,2j8qjg
soft,cl9f62z,41.0,blazers,jackets,2j8qjg
,cl9nazo,12.0,blazers,jackets,2j8qjg
,cmds99d,10.0,blazers,jackets,2nhsr3
,cmds99d,10.0,blazers,jackets,2nhsr3
favorite,cme8oa4,2.0,blazers,jackets,2nhsr3
,ceo74ch,2.0,blazers,jackets,1v15kq
,ceod7y8,2.0,blazers,jackets,1v15kq
,cent1qg,1.0,blazers,jackets,1v15kq
,chl0x9q,6.0,blazers,jackets,25v1q4
,chl0nwy,1.0,blazers,jackets,25v1q4
,dlzk1lr,1.0,blazers,jackets,6vb2gv
,dm0ft44,1.0,blazers,jackets,6vb2gv
,ei7w60j,34.0,blazers,jackets,azhg0n
,ei82kuw,6.0,blazers,jackets,azhg0n
,ei7y7e1,5.0,blazers,jackets,azhg0n
,ei7y7e1,5.0,blazers,jackets,azhg0n
casual,ei822ga,5.0,blazers,jackets,azhg0n
,ei822ga,5.0,blazers,jackets,azhg0n
,ei8cmg2,3.0,blazers,jackets,azhg0n
polished,ei80lxy,2.0,blazers,jackets,azhg0n
,ei8868s,2.0,blazers,jackets,azhg0n
,ei8lhtx,1.0,blazers,jackets,azhg0n
,ei8lhtx,1.0,blazers,jackets,azhg0n
,ei8lhtx,1.0,blazers,jackets,azhg0n
,duyv04o,7.0,blazers,jackets,80w5kv
,ceq6jg5,2.0,blazers,jackets,1v9ync
,ceqb72r,6.0,blazers,jackets,1v9ync
,e0lz685,11.0,blazers,jackets,8qrt07
wear,e0lt6ws,8.0,blazers,jackets,8qrt07
,e0lt6ws,8.0,blazers,jackets,8qrt07
,e0lt6ws,8.0,blazers,jackets,8qrt07
,e0mby8r,5.0,blazers,jackets,8qrt07
,e0mby8r,5.0,blazers,jackets,8qrt07
,e0mx67a,2.0,blazers,jackets,8qrt07
,e0mx67a,2.0,blazers,jackets,8qrt07
,e0mb4p6,1.0,blazers,jackets,8qrt07
,d4g449k,33.0,blazers,jackets,4ow7ne
comfortable,d4g449k,33.0,blazers,jackets,4ow7ne
,d4gjmni,2.0,blazers,jackets,4ow7ne
knit,e24wvxa,10.0,blazers,jackets,8xowpq
,e253pg7,3.0,blazers,jackets,8xowpq
,e28hoc1,2.0,blazers,jackets,8xowpq
bright,e261ew3,1.0,blazers,jackets,8xowpq
,d8y9rwb,8.0,blazers,jackets,587gga
,csqza0g,4.0,blazers,jackets,3byrnj
fit,csqza0g,4.0,blazers,jackets,3byrnj
,csr1wd3,3.0,blazers,jackets,3byrnj
,di74ze0,8.0,blazers,jackets,6dwzme
wear,di6n98g,11.0,blazers,jackets,6dwzme
,di7c88t,5.0,blazers,jackets,6dwzme
,di6lcxd,4.0,blazers,jackets,6dwzme
,di6n823,4.0,blazers,jackets,6dwzme
,di6sszd,5.0,blazers,jackets,6dwzme
,di7k44b,2.0,blazers,jackets,6dwzme
,di7k44b,2.0,blazers,jackets,6dwzme
,difbntr,2.0,blazers,jackets,6dwzme
,di6w5cx,2.0,blazers,jackets,6dwzme
,di6w5cx,2.0,blazers,jackets,6dwzme
,di8hmdv,1.0,blazers,jackets,6dwzme
,drupfsk,14.0,blazers,jackets,7mihi2
,drutpcn,1.0,blazers,jackets,7mihi2
,drva0wj,1.0,blazers,jackets,7mihi2
affordable,dvaifv7,1.0,blazers,jackets,82fdga
,dvb4xcz,1.0,blazers,jackets,82fdga
,dvc22y3,1.0,blazers,jackets,82fdga
conservative,ck03fab,11.0,blazers,jackets,2ej9zq
colorful,ck03fab,11.0,blazers,jackets,2ej9zq
colorful,ck03fab,11.0,blazers,jackets,2ej9zq
,ck0abwm,1.0,blazers,jackets,2ej9zq
light,chyumkh,2.0,blazers,jackets,278o2j
,cduhx2p,11.0,blazers,jackets,1s6ny3
,cc8prw1,5.0,blazers,jackets,1mfeev
,d3tt49s,13.0,blazers,jackets,4m9ice
,d3yq2oe,41.0,blazers,jackets,4mvlmu
,d3yq2oe,41.0,blazers,jackets,4mvlmu
,c5oh6cp,4.0,blazers,jackets,xpkxs
,cdffz5c,3.0,blazers,jackets,1qqi4x
,cdff8bp,2.0,blazers,jackets,1qqi4x
,cdff8bp,2.0,blazers,jackets,1qqi4x
,chg4lkz,2.0,blazers,jackets,25bvaj
,chg7ic6,2.0,blazers,jackets,25bvaj
,d3a504g,3.0,blazers,jackets,4jtfas
,e6qhr1j,16.0,blazers,jackets,9jchsi
,df0me2a,3.0,blazers,jackets,5zmquu
,dvey5gw,39.0,blazers,jackets,833q4k
,dvfhvcj,14.0,blazers,jackets,833q4k
,dveykoi,5.0,blazers,jackets,833q4k
,c7fr3ec,5.0,blazers,jackets,14re4f
,df9bfyr,16.0,shoes,shoes,60rrx5
,df9bfyr,16.0,shoes,shoes,60rrx5
,df95r80,1.0,shoes,shoes,60rrx5
,cl9nazo,12.0,shoes,shoes,2j8qjg
different,cmdslvf,12.0,shoes,shoes,2nhsr3
,cmds99d,10.0,shoes,shoes,2nhsr3
,cenvaw5,5.0,shoes,shoes,1v15kq
,c2ijwma,3.0,shoes,shoes,k9mbx
black,c2ijqqk,1.0,shoes,shoes,k9mbx
,c2ioqr8,1.0,shoes,shoes,k9mbx
,c2ioqr8,1.0,shoes,shoes,k9mbx
,chl0x9q,6.0,shoes,shoes,25v1q4
,chl0x9q,6.0,shoes,shoes,25v1q4
,chl0x9q,6.0,shoes,shoes,25v1q4
,chl5p2z,1.0,shoes,shoes,25v1q4
,chl5p2z,1.0,shoes,shoes,25v1q4
,e67j63i,66.0,shoes,shoes,9gx7u9
,e67j4ax,83.0,shoes,shoes,9gx7u9
,e67jk1q,11.0,shoes,shoes,9gx7u9
,e6881im,7.0,shoes,shoes,9gx7u9
,e686f46,3.0,shoes,shoes,9gx7u9
,e686f46,3.0,shoes,shoes,9gx7u9
,e68c9rr,3.0,shoes,shoes,9gx7u9
,e68liwh,3.0,shoes,shoes,9gx7u9
,e689tdj,2.0,shoes,shoes,9gx7u9
,e68vqws,2.0,shoes,shoes,9gx7u9
only,e68vqws,2.0,shoes,shoes,9gx7u9
cute,dlywg2t,60.0,shoes,shoes,6vb2gv
sensible,dlz56xk,284.0,shoes,shoes,6vb2gv
,dlz56xk,284.0,shoes,shoes,6vb2gv
,dlyuvet,15.0,shoes,shoes,6vb2gv
,dlyuvet,15.0,shoes,shoes,6vb2gv
,dlz3umg,17.0,shoes,shoes,6vb2gv
inexpensive,dlz3umg,17.0,shoes,shoes,6vb2gv
,dlz3umg,17.0,shoes,shoes,6vb2gv
,dlz3umg,17.0,shoes,shoes,6vb2gv
,dlzg3k4,5.0,shoes,shoes,6vb2gv
,dlywgk5,9.0,shoes,shoes,6vb2gv
,dlz0kdl,4.0,shoes,shoes,6vb2gv
,dlz6i04,4.0,shoes,shoes,6vb2gv
,dlz6i04,4.0,shoes,shoes,6vb2gv
,dlzheph,4.0,shoes,shoes,6vb2gv
,dlz2lsm,2.0,shoes,shoes,6vb2gv
,dlzdjji,2.0,shoes,shoes,6vb2gv
,dlzdjji,2.0,shoes,shoes,6vb2gv
,dlzt7x5,2.0,shoes,shoes,6vb2gv
,dm01n71,2.0,shoes,shoes,6vb2gv
flat,dlzxaly,1.0,shoes,shoes,6vb2gv
,dlzyej9,1.0,shoes,shoes,6vb2gv
,dm05nvk,1.0,shoes,shoes,6vb2gv
strappy,dm2oqcd,1.0,shoes,shoes,6vb2gv
,dm2oqcd,1.0,shoes,shoes,6vb2gv
,dm2oqcd,1.0,shoes,shoes,6vb2gv
,c9yx9uk,10.0,shoes,shoes,1ecdsi
,ei7tmuv,352.0,shoes,shoes,azhg0n
